id,supervoxel_id,composite_cell_type,super_class,cell_type,side,cluster,colours
720575941626296970,76001336692432439,DNbe002,descending,DNbe002,right,DN_12,#59A846
720575941496684672,76212442992665757,DNbe002,descending,DNbe002,left,DN_12,#59A846
720575941515697411,76212442992623301,DNp09,descending,DNp09,left,DN_15,#5AB5DD
720575941701235930,76212443059770489,DNpe017,descending,DNpe017,left,DN_06,#51AD8B
720575941456664045,76001336759784235,DNbe002,descending,DNbe002,right,DN_12,#59A846
720575941618895231,76142074315242148,DNb01,descending,DNb01,right,DN_06,#51AD8B
720575941632904389,76071705504150120,aSP22,descending,aSP22,right,DN_12,#59A846
720575941440379733,76001336759819925,DNp66,descending,DNp66,left,DN_14,#54B0A6
720575941655524820,76071705570874313,DNp45,descending,DNp45,right,DN_14,#54B0A6
720575941560434035,76142074248486514,DNge141,descending,DNge141,left,DN_17,#7063A9
720575941542465372,76142074315206470,DNp64,descending,DNp64,right,DN_14,#54B0A6
720575941593527915,76071705504102291,DNp70,descending,DNp70,right,DN_14,#54B0A6
720575941486437954,75930968015460209,DNg108,descending,DNg108,left,DN_13,#764D99
720575941691000984,76282811803962363,DNae003,descending,DNae003,left,DN_06,#51AD8B
720575941574242811,76071705504141901,DNpe022,descending,DNpe022,right,DN_15,#5AB5DD
720575941573616891,76142074315059583,DNp59,descending,DNp59,left,DN_14,#54B0A6
720575941521256115,76142074248545988,DNg102,descending,DNg102,left,DN_17,#7063A9
720575941539094677,76142074248413748,DNge142,descending,DNge142,right,DN_22,#D0B43E
720575941548066184,75930968015405878,DNge073,descending,DNge073,left,DN_12,#59A846
720575941441203135,76001336826861901,DNpe017,descending,DNpe017,right,DN_06,#51AD8B
720575941603744697,76282811803972980,DNge032,descending,DNge032,left,DN_22,#D0B43E
720575941602323897,75436119399371767,DNa04,descending,DNa04,right,DN_06,#51AD8B
720575941556446372,76001336759769357,DNge041,descending,DNge041,left,DN_08,#5FA5D8
720575941486437773,76001336826940675,DNp102,descending,DNp102,right,DN_05,#EE5B32
720575941625972123,76001336827212939,DNae003,descending,DNae003,right,DN_06,#51AD8B
720575941624166908,76212442924978891,DNd04,descending,DNd04,left,DN_16,#F39B38
720575941507243589,76282811736337897,DNbe002,descending,DNbe002,left,DN_12,#59A846
720575941407841071,76071705571468335,DNp07,descending,DNp07,left,DN_03,#EF6B33
720575941594851030,76212442992519061,DNp70,descending,DNp70,left,DN_14,#54B0A6
720575941490653129,76001336759841443,DNp14,descending,DNp14,right,DN_22,#D0B43E
720575941573266171,76001336759804857,DNge054,descending,DNge054,right,DN_11,#4FAA6F
720575941542610437,76071705504133816,DNp23,descending,DNp23,right,DN_15,#5AB5DD
720575941450017629,76001336759920089,DNp47,descending,DNp47,right,DN_18,#57B2C1
720575941563169192,76282811736370381,DNg68,descending,DNg68,right,DN_17,#7063A9
720575941658066456,76142074315420037,DNge138,descending,DNge138,right,DN_18,#57B2C1
720575941566192438,76142074315098242,DNp64,descending,DNp64,left,DN_14,#54B0A6
720575941554728868,76001336827176493,DNp73,descending,DNp73,left,DN_05,#EE5B32
720575941554682451,76071705504325822,DNg111,descending,DNg111,left,DN_10,#77AB44
720575941542514268,76282811736539170,DNg43,descending,DNg43,right,DN_11,#4FAA6F
720575941619883135,76142074248240794,DNpe031,descending,DNpe031,right,DN_15,#5AB5DD
720575941501658251,76071705504037878,DNp49,descending,DNp49,right,DN_14,#54B0A6
720575941508298786,76071705503919650,DNg43,descending,DNg43,left,DN_11,#4FAA6F
720575941510694098,76212442992654323,DNge119,descending,DNge119,right,DN_15,#5AB5DD
720575941440280767,75436119399355324,DNa15,descending,DNa15,right,DN_06,#51AD8B
720575941548060552,75930968083085319,DNge032,descending,DNge032,right,DN_22,#D0B43E
720575941631028962,76001336759713660,DNge063,descending,DNge063,left,DN_13,#764D99
720575941629726246,76212443059861893,DNp07,descending,DNp07,right,DN_03,#EF6B33
720575941454906163,76212443059434887,DNa04,descending,DNa04,left,DN_06,#51AD8B
720575941539074802,76282811736447247,DNpe021,descending,DNpe021,left,DN_14,#54B0A6
720575941408508078,76001336760032775,DNp08,descending,DNp08,right,DN_14,#54B0A6
720575941519282392,76001336759971227,DNpe005,descending,DNpe005,right,DN_03,#EF6B33
720575941430607753,76142074315209498,DNg111,descending,DNg111,right,DN_10,#77AB44
720575941503738967,76282811736688536,DNp47,descending,DNp47,left,DN_18,#57B2C1
720575941401766435,76282811736646155,DNbe007,descending,DNbe007,left,DN_08,#5FA5D8
720575941473877856,76001336759755351,DNp55,descending,DNp55,right,DN_14,#54B0A6
720575941596433029,76001336692407788,DNbe002,descending,DNbe002,right,DN_12,#59A846
720575941400290851,76353180547818968,DNg49,descending,DNg49,right,DN_20,#EEB73C
720575941392752900,76212442992643092,DNbe003,descending,DNbe003,left,DN_11,#4FAA6F
720575941606074477,76212442992329755,DNg29,descending,DNg29,right,DN_14,#54B0A6
720575941574686621,76142074315267602,DNge135,descending,DNge135,right,DN_18,#57B2C1
720575941638407199,76212443059403039,DNa15,descending,DNa15,left,DN_06,#51AD8B
720575941579640913,76142074315092782,DNpe026,descending,DNpe026,right,DN_14,#54B0A6
720575941535150314,76142074248606052,DNg102,descending,DNg102,right,DN_17,#7063A9
720575941658621464,76071705570971167,DNge140,descending,DNge140,left,DN_15,#5AB5DD
720575941519241176,75930968083031007,DNge040,descending,DNge040,left,DN_08,#5FA5D8
720575941632126188,76142074248249442,DNpe031,descending,DNpe031,right,DN_15,#5AB5DD
720575941574230011,76353180480550107,DNp08,descending,DNp08,left,DN_14,#54B0A6
720575941408472367,76001336759590165,DNg30,descending,DNg30,left,DN_17,#7063A9
720575941578384629,76071705504350328,DNpe025,descending,DNpe025,right,DN_12,#59A846
720575941572456862,76001336759911258,DNbe007,descending,DNbe007,right,DN_08,#5FA5D8
720575941552009727,76001336760082194,DNg49,descending,DNg49,left,DN_20,#EEB73C
720575941607119725,76353180480448213,DNge055,descending,DNge055,left,DN_09,#7C378A
720575941491761895,76212443059431954,DNp102,descending,DNp102,left,DN_05,#EE5B32
720575941551774526,76071705570912182,DNpe023,descending,DNpe023,left,DN_10,#77AB44
720575941406312110,76212442992402880,DNge132,descending,DNge132,left,DN_19,#658FC8
720575941527096857,76142074248560112,DNpe043,descending,DNpe043,left,DN_14,#54B0A6
720575941454913075,76001336692319429,DNge083,descending,DNge083,right,DN_12,#59A846
720575941563218944,76071705571178552,DNae010,descending,DNae010,right,DN_06,#51AD8B
720575941415042588,76001336827128095,DNbe005,descending,DNbe005,right,DN_06,#51AD8B
720575941537503976,76142074248208111,DNpe031,descending,DNpe031,left,DN_15,#5AB5DD
720575941632897989,75577544082281419,DNp57,descending,DNp57,right,DN_06,#51AD8B
720575941456681965,76142074315209525,DNg27,descending,DNg27,left,DN_04,#95AE42
720575941495492295,76142074315078640,DNp63,descending,DNp63,right,DN_03,#EF6B33
720575941610917037,76001336759798772,DNpe002,descending,DNpe002,right,DN_08,#5FA5D8
720575941443964074,76142074248532753,DNg22,descending,DNg22,right,DN_16,#F39B38
720575941552726407,76071705570906884,DNg99,descending,DNg99,right,DN_06,#51AD8B
720575941594858198,76353180547697387,DNg109,descending,DNg109,right,DN_11,#4FAA6F
720575941576142774,76142074315290361,DNp101,descending,DNp101,right,DN_15,#5AB5DD
720575941639800607,76071705571155970,DNge107,descending,DNge107,right,DN_06,#51AD8B
720575941639336053,76071705436547156,DNge104,descending,DNge104,left,DN_22,#D0B43E
720575941503507435,76212442992446273,DNp02,descending,DNp02,left,DN_14,#54B0A6
720575941671400103,76212442992689883,DNpe005,descending,DNpe005,left,DN_03,#EF6B33
720575941690780635,76142074315212550,DNp45,descending,DNp45,left,DN_14,#54B0A6
720575941555221761,76142074315035987,DNpe043,descending,DNpe043,right,DN_14,#54B0A6
720575941531996645,76071705570881639,DNpe042,descending,DNpe042,left,DN_14,#54B0A6
720575941521086391,76282811736499974,DNde005,descending,DNde005,left,DN_08,#5FA5D8
720575941510593296,76142074315043232,DNpe042,descending,DNpe042,right,DN_14,#54B0A6
720575941658931024,76071705504414158,DNp38,descending,DNp38,left,DN_14,#54B0A6
720575941440350293,76001336759896375,DNp71,descending,DNp71,right,DN_12,#59A846
720575941505988165,76001336893811332,DNge151,descending,DNge151,midline,DN_19,#658FC8
720575941483613114,76071705570914886,DNp101,descending,DNp101,left,DN_15,#5AB5DD
720575941452550057,76212443059614123,DNp19,descending,DNp19,left,DN_05,#EE5B32
720575941511281618,76001336827278764,DNg96,descending,DNg96,left,DN_08,#5FA5D8
720575941574158075,76141318132805149,DNg66,descending,DNg66,midline,DN_19,#658FC8
720575941552603966,76001336826870580,DNp19,descending,DNp19,right,DN_05,#EE5B32
720575941612018022,76071705504163839,DNge119,descending,DNge119,right,DN_15,#5AB5DD
720575941521263027,76212443059532294,DNp73,descending,DNp73,right,DN_05,#EE5B32
720575941589318199,76142074315070192,DNpe026,descending,DNpe026,left,DN_14,#54B0A6
720575941404711792,76001336827197548,DNpe016,descending,DNpe016,right,DN_15,#5AB5DD
720575941437879314,76282811870525513,DNge003,descending,DNge003,left,DN_07,#6A79B8
720575941411582063,76001336759775238,DNbe003,descending,DNbe003,right,DN_11,#4FAA6F
720575941480866979,76071705504189179,DNp23,descending,DNp23,left,DN_15,#5AB5DD
720575941507249221,75930968015558835,DNg109,descending,DNg109,left,DN_11,#4FAA6F
720575941494973054,76071705571144664,MDN,descending,MDN,left,DN_10,#77AB44
720575941476477492,76212443059502769,DNae010,descending,DNae010,left,DN_06,#51AD8B
720575941540246364,76212443059480293,DNge107,descending,DNge107,left,DN_06,#51AD8B
720575941459053471,76142074248164002,DNpe031,descending,DNpe031,left,DN_15,#5AB5DD
720575941462375181,76353180547748887,DNb06,descending,DNb06,right,DN_01,#F4AB3A
720575941477053233,76142074248117594,DNg103,descending,DNg103,left,DN_16,#F39B38
720575941513798097,75930968082748464,DNge007,descending,DNge007,right,DN_08,#5FA5D8
720575941595179301,76140013334977340,MDN,descending,MDN,right,DN_10,#77AB44
720575941497098313,76071705571402974,DNp26,descending,DNp26,left,DN_06,#51AD8B
720575941576562792,76282811736435347,DNge075,descending,DNge075,right,DN_12,#59A846
720575941594823537,76212443126274899,DNp05,descending,DNp05,right,DN_14,#54B0A6
720575941657989712,75930968083124544,DNge003,descending,DNge003,right,DN_07,#6A79B8
720575941439577055,76142074180698972,DNge153,descending,DNge153,right,DN_12,#59A846
720575941461510669,76071705504398422,DNb08,descending,DNb08,right,DN_11,#4FAA6F
720575941461674436,75930968082544318,DNb06,descending,DNb06,left,DN_01,#F4AB3A
720575941515922778,76142074248213704,DNpe050,descending,DNpe050,left,DN_14,#54B0A6
720575941585984902,76142074315087234,DNp104,descending,DNp104,left,DN_14,#54B0A6
720575941526981145,76212442992344037,DNpe049,descending,DNpe049,left,DN_16,#F39B38
720575941445047572,76001336759731977,DNg90,descending,DNg90,right,DN_08,#5FA5D8
720575941542898205,76071705436534033,DNd04,descending,DNd04,right,DN_16,#F39B38
720575941485636237,76071705571199013,DNp57,descending,DNp57,left,DN_06,#51AD8B
720575941413684369,76142074315065486,DNp38,descending,DNp38,right,DN_14,#54B0A6
720575941408535343,76212442992750573,DNb08,descending,DNb08,left,DN_11,#4FAA6F
720575941447860244,76142074315178010,DNp54,descending,DNp54,left,DN_14,#54B0A6
720575941515703043,76140356395645786,MDN,descending,MDN,left,DN_10,#77AB44
720575941415707420,76142074248385647,DNg24,descending,DNg24,left,DN_14,#54B0A6
720575941559176942,76212443059713912,DNb04,descending,DNb04,right,DN_03,#EF6B33
720575941450599502,76353180480397354,DNge063,descending,DNge063,right,DN_13,#764D99
720575941611992493,76212443059526459,DNbe005,descending,DNbe005,left,DN_06,#51AD8B
720575941561781650,75930968082877277,DNge006,descending,DNge006,right,DN_20,#EEB73C
720575941494930558,76353180480358110,DNg80,descending,DNg80,right,DN_16,#F39B38
720575941401308195,76140287742936280,MDN,descending,MDN,right,DN_10,#77AB44
720575941477812131,76353180480608078,DNpe002,descending,DNpe002,left,DN_08,#5FA5D8
720575941624691914,76071705504111304,DNpe006,descending,DNpe006,right,DN_12,#59A846
720575941515686499,76282811804018380,DNpe016,descending,DNpe016,left,DN_15,#5AB5DD
720575941460188883,76001336827249859,DNp05,descending,DNp05,left,DN_14,#54B0A6
720575941490590924,76212442992611643,DNge099,descending,DNge099,right,DN_14,#54B0A6
720575941475764801,76212443059728779,DNp03,descending,DNp03,right,DN_06,#51AD8B
720575941438465298,76001336827205271,DNb04,descending,DNb04,left,DN_03,#EF6B33
720575941534881368,76212443059197401,DNb08,descending,DNb08,left,DN_11,#4FAA6F
720575941515548515,75930968015384001,DNge046,descending,DNge046,left,DN_13,#764D99
720575941480480963,76071705571097367,DNge135,descending,DNge135,left,DN_18,#57B2C1
720575941644066898,76001336827239421,DNa05,descending,DNa05,right,DN_06,#51AD8B
720575941438500882,76282811736602537,aSP22,descending,aSP22,left,DN_12,#59A846
720575941644756168,76282811736468132,DNg30,descending,DNg30,right,DN_17,#7063A9
720575941592893992,76212442992569809,DNp49,descending,DNp49,left,DN_14,#54B0A6
720575941525186818,76282811803967694,DNge143,descending,DNge143,right,DN_21,#4CA854
720575941642906529,76142074315372952,DNge124,descending,DNge124,right,DN_10,#77AB44
720575941504090162,76212443059237838,DNae001,descending,DNae001,left,DN_10,#77AB44
720575941626056556,76212442992109184,DNge122,descending,DNge122,right,DN_22,#D0B43E
720575941515972698,76212443059391293,DNg99,descending,DNg99,left,DN_06,#51AD8B
720575941521128119,76001336759531406,DNge075,descending,DNge075,left,DN_12,#59A846
720575941453282217,76001336692433937,DNp58,descending,DNp58,left,DN_19,#658FC8
720575941559946734,76071705504311779,DNg22,descending,DNg22,left,DN_16,#F39B38
720575941539028722,75930968082492521,DNge038,descending,DNge038,left,DN_13,#764D99
720575941515619427,75859225083478308,DNpe055,descending,DNpe055,right,DN_03,#EF6B33
720575941589955383,76212443059276845,DNpe025,descending,DNpe025,left,DN_12,#59A846
720575941687897462,76071705504276393,DNpe027,descending,DNpe027,right,DN_11,#4FAA6F
720575941431123887,76071705504203138,DNae001,descending,DNae001,right,DN_10,#77AB44
720575941542885661,76212442992295691,DNg84,descending,DNg84,right,DN_16,#F39B38
720575941513727697,76353180547677793,DNge038,descending,DNge038,right,DN_13,#764D99
720575941480554370,76282811736824878,DNg79,descending,DNg79,right,DN_03,#EF6B33
720575941651815445,76282811803942976,DNge084,descending,DNge084,right,DN_05,#EE5B32
720575941432269271,75930968015653840,DNg101,descending,DNg101,right,DN_12,#59A846
720575941574675869,76071705571318236,DNb07,descending,DNb07,right,DN_03,#EF6B33
720575941438445330,76212443059223876,DNpe032,descending,DNpe032,right,DN_05,#EE5B32
720575941515685379,76071705503837833,DNge132,descending,DNge132,right,DN_19,#658FC8
720575941498984161,76212442924896662,DNge153,descending,DNge153,left,DN_12,#59A846
720575941430250377,76353180548042377,DNg91,descending,DNg91,left,DN_06,#51AD8B
720575941540257741,76282811803402561,DNpe027,descending,DNpe027,left,DN_11,#4FAA6F
720575941411620207,76142074315565818,DNg33,descending,DNg33,left,DN_19,#658FC8
720575941594869974,76142074315367074,DNpe036,descending,DNpe036,right,DN_19,#658FC8
720575941507073303,76071705503614820,DNp02,descending,DNp02,right,DN_14,#54B0A6
720575941486527885,76212443059804078,DNa05,descending,DNa05,left,DN_06,#51AD8B
720575941515940089,76071705436531051,DNge103,descending,DNge103,right,DN_11,#4FAA6F
720575941559874831,76142074248254953,DNp04,descending,DNp04,right,DN_14,#54B0A6
720575941573670921,76353180480530556,DNge046,descending,DNge046,right,DN_13,#764D99
720575941630998754,76282811736473915,DNde002,descending,DNde002,left,DN_08,#5FA5D8
720575941507557505,76142074180719392,DNg103,descending,DNg103,right,DN_16,#F39B38
720575941507894366,76423549291706811,DNg69,descending,DNg69,left,DN_13,#764D99
720575941515781978,76071705503931030,DNg84,descending,DNg84,left,DN_16,#F39B38
720575941401806883,76001336692352141,DNg80,descending,DNg80,left,DN_16,#F39B38
720575941561376813,76071705503733058,DNde006,descending,DNde006,right,DN_22,#D0B43E
720575941539809997,76001336827147520,DNp03,descending,DNp03,left,DN_06,#51AD8B
720575941495864905,76704062196264027,CvN7,descending,CvN7,left,DN_20,#EEB73C
720575941456625567,76282811736479745,DNg90,descending,DNg90,left,DN_08,#5FA5D8
720575941558381860,76142074248252307,DNpe050,descending,DNpe050,right,DN_14,#54B0A6
720575941703187674,76142074248210889,DNg87,descending,DNg87,right,DN_16,#F39B38
720575941471238263,76212443059664513,DNpe055,descending,DNpe055,left,DN_03,#EF6B33
720575941439420223,76071705504191929,DNge099,descending,DNge099,left,DN_14,#54B0A6
720575941471958592,75718212314721453,DNpe007,descending,DNpe007,right,DN_16,#F39B38
720575941479543776,76423549291635410,DNge023,descending,DNge023,left,DN_08,#5FA5D8
720575941469190667,76001336827019627,DNge084,descending,DNge084,left,DN_05,#EE5B32
720575941476567601,76001336759737623,DNge042,descending,DNge042,right,DN_09,#7C378A
720575941561392173,76282811803463008,DNg39,descending,DNg39,right,DN_08,#5FA5D8
720575941591988776,76142074248252309,DNg24,descending,DNg24,right,DN_14,#54B0A6
720575941574140169,76353180547728929,DNg101,descending,DNg101,left,DN_12,#59A846
720575941557473572,76282811736216738,DNde006,descending,DNde006,left,DN_22,#D0B43E
720575941491649255,76142074315103423,oviDNa_a,descending,oviDNa_a,right,DN_17,#7063A9
720575941438410514,76212443059535252,DNb07,descending,DNb07,left,DN_03,#EF6B33
720575941435039118,76142074315327313,DNbe006,descending,DNbe006,left,DN_15,#5AB5DD
720575941569348858,76282811736288082,DNge083,descending,DNge083,left,DN_12,#59A846
720575941545432425,76071705504345008,DNb08,descending,DNb08,right,DN_11,#4FAA6F
720575941663496316,76212442992244267,DNpe030,descending,DNpe030,left,DN_17,#7063A9
720575941557316004,76353180480605502,DNg14,descending,DNg14,right,DN_13,#764D99
720575941722218298,76282811803940229,DNp22,descending,DNp22,left,DN_02,#B3B140
720575941466194454,76212442992455067,DNp04,descending,DNp04,left,DN_14,#54B0A6
720575941588971076,76071705570901483,DNge124,descending,DNge124,left,DN_10,#77AB44
720575941511270610,75930968082655411,DNg39,descending,DNg39,left,DN_08,#5FA5D8
720575941562640296,75930968082723461,DNge026,descending,DNge026,right,DN_21,#4CA854
720575941492588976,76212442992460675,DNge103,descending,DNge103,left,DN_11,#4FAA6F
720575941444956074,76353180547944254,DNge007,descending,DNge007,left,DN_08,#5FA5D8
720575941561743872,76282811736596943,DNge043,descending,DNge043,left,DN_01,#F4AB3A
720575941542832413,76071705436519630,DNde001,descending,DNde001,right,DN_22,#D0B43E
720575941539101589,76282811736558852,DNg31,descending,DNg31,right,DN_08,#5FA5D8
720575941498433659,75930968015335228,DNge148,descending,DNge148,left,DN_13,#764D99
720575941467587606,76071705571517620,DNpe032,descending,DNpe032,left,DN_05,#EE5B32
720575941485780176,76353180480493527,DNge042,descending,DNge042,left,DN_09,#7C378A
720575941529711288,75930968083016835,DNge004,descending,DNge004,right,DN_13,#764D99
720575941414341521,76001336826920828,DNpe055,descending,DNpe055,right,DN_03,#EF6B33
720575941572464798,75930968082586966,DNge172,descending,DNge172,left,DN_19,#658FC8
720575941486413709,76071705504163835,DNg40,descending,DNg40,left,DN_14,#54B0A6
720575941618678655,76212442992391559,DNg85,descending,DNg85,right,DN_16,#F39B38
720575941430120289,75930968082681249,DNge023,descending,DNge023,right,DN_08,#5FA5D8
720575941669726129,76071705503613933,DNg85,descending,DNg85,left,DN_16,#F39B38
720575941557943155,76001336759749474,DNge043,descending,DNge043,right,DN_01,#F4AB3A
720575941467350237,76282811736753756,DNg79,descending,DNg79,right,DN_03,#EF6B33
720575941569594738,76071705570881635,DNp44,descending,DNp44,right,DN_17,#7063A9
720575941626256266,76142074248308395,DNge131,descending,DNge131,right,DN_17,#7063A9
720575941632059372,76423549291615184,DNge006,descending,DNge006,left,DN_20,#EEB73C
720575941541271325,75930968083079630,DNg78,descending,DNg78,right,DN_21,#4CA854
720575941479114976,76353180480568635,DNge148,descending,DNge148,right,DN_13,#764D99
720575941596424581,76142074315177978,oviDNb,descending,oviDNb,right,DN_17,#7063A9
720575941515152195,76282811736550079,DNpe006,descending,DNpe006,left,DN_12,#59A846
720575941598584768,76492887311034063,CvN2,descending,CvN2,left,DN_20,#EEB73C
720575941442020815,76142074248199909,DNpe030,descending,DNpe030,right,DN_17,#7063A9
720575941625794186,76212443059614143,DNae008,descending,DNae008,left,DN_10,#77AB44
720575941568894202,76142074315075599,DNp104,descending,DNp104,left,DN_14,#54B0A6
720575941592925992,75930968015597597,DNg69,descending,DNg69,right,DN_13,#764D99
720575941439601887,76071705436557839,DNge122,descending,DNge122,left,DN_22,#D0B43E
720575941632652987,75930968015257710,DNge060,descending,DNge060,right,DN_07,#6A79B8
720575941589042487,77266805789755233,CvN5-8,descending,CvN5-8,left,DN_20,#EEB73C
720575941485430992,76001336759713703,DNg37,descending,DNg37,right,DN_09,#7C378A
720575941482970310,76142074315111638,DNge131,descending,DNge131,right,DN_17,#7063A9
720575941510572560,76001336759943876,DNg95,descending,DNg95,right,DN_04,#95AE42
720575941671438247,76142074315158384,DNpe036,descending,DNpe036,left,DN_19,#658FC8
720575941434752398,76142074248175139,DNp44,descending,DNp44,left,DN_17,#7063A9
720575941565484391,76142074248655568,DNpe037,descending,DNpe037,left,DN_18,#57B2C1
720575941489274057,76353180480458830,DNge046,descending,DNge046,right,DN_13,#764D99
720575941537638627,76071705571043168,DNa14,descending,DNa14,right,DN_14,#54B0A6
720575941561430829,76142074315133359,oviDNa_b,descending,oviDNa_b,right,DN_17,#7063A9
720575941473372714,76142074248144989,DNpe052,descending,DNpe052,right,DN_17,#7063A9
720575941435386668,76001336759896387,DNp56,descending,DNp56,right,DN_11,#4FAA6F
720575941459103391,76071705504245309,DNg79,descending,DNg79,left,DN_03,#EF6B33
720575941540269693,76142074315150088,oviDNb,descending,oviDNb,left,DN_17,#7063A9
720575941513811532,76071705571088927,DNbe006,descending,DNbe006,right,DN_15,#5AB5DD
720575941454969395,76071705503976463,DNg56,descending,DNg56,right,DN_14,#54B0A6
720575941514608995,76353180547944234,DNg81,descending,DNg81,right,DN_23,#F07B35
720575941413642268,76282811804121476,DNg78,descending,DNg78,left,DN_21,#4CA854
720575941565694262,76001336760212616,DNge011,descending,DNge011,right,DN_23,#F07B35
720575941564475904,76282811736555922,DNg59,descending,DNg59,right,DN_23,#F07B35
720575941482817466,76142074315119580,DNp65,descending,DNp65,right,DN_19,#658FC8
720575941523106295,75930968015387981,DNg14,descending,DNg14,left,DN_13,#764D99
720575941438957653,76001336759902363,DNp56,descending,DNp56,right,DN_11,#4FAA6F
720575941555492947,76353180480395425,DNge060,descending,DNge060,left,DN_07,#6A79B8
720575941508471824,75930968082712469,DNg81,descending,DNg81,left,DN_23,#F07B35
720575941578547801,76212442992564202,DNg56,descending,DNg56,left,DN_14,#54B0A6
720575941551618843,76212443059826326,DNpe024,descending,DNpe024,left,DN_15,#5AB5DD
720575941447888148,76001336759622580,DNg31,descending,DNg31,left,DN_08,#5FA5D8
720575941470195723,75788306583173343,DNae008,descending,DNae008,right,DN_10,#77AB44
720575941546446697,75930968082775727,DNg91,descending,DNg91,right,DN_06,#51AD8B
720575941655525844,76212443059713903,DNpe013,descending,DNpe013,right,DN_21,#4CA854
720575941496002503,76282811736522760,DNge082,descending,DNge082,right,DN_22,#D0B43E
720575941591285132,76212442924865026,DNge153,descending,DNge153,left,DN_12,#59A846
720575941690847963,76142074315239397,DNa14,descending,DNa14,left,DN_14,#54B0A6
720575941411189419,76142074315127784,DNpe037,descending,DNpe037,right,DN_18,#57B2C1
720575941390915222,76282811736588278,DNpe001,descending,DNpe001,left,DN_14,#54B0A6
720575941690940312,76071705571030200,DNpe039,descending,DNpe039,right,DN_14,#54B0A6
720575941471127104,76001336827139376,DNp53,descending,DNp53,left,DN_02,#B3B140
720575941447935764,76142074315175047,oviDNa_b,descending,oviDNa_b,right,DN_17,#7063A9
720575941502004107,76353180547783077,DNpe003,descending,DNpe003,left,DN_08,#5FA5D8
720575941514456569,76001336759622558,DNge146,descending,DNge146,right,DN_09,#7C378A
720575941429716321,76001336759616909,DNge055,descending,DNge055,right,DN_09,#7C378A
720575941611145830,76142074315133401,DNp46,descending,DNp46,left,DN_15,#5AB5DD
720575941531988965,76001336760236840,DNge027,descending,DNge027,left,DN_23,#F07B35
720575941539816061,76071705570941532,DNpe024,descending,DNpe024,right,DN_15,#5AB5DD
720575941534911832,76071705570946952,DNxn141,descending,DNxn141,left,DN_16,#F39B38
720575941470933824,76212442992281843,DNge133,descending,DNge133,left,DN_16,#F39B38
720575941438395967,76282811736547364,DNg65,descending,DNg65,left,DN_22,#D0B43E
720575941491126222,76142074315457052,DNg33,descending,DNg33,right,DN_19,#658FC8
720575941471885376,76001336827058258,DNpe013,descending,DNpe013,left,DN_21,#4CA854
720575941495055486,76001336759853451,DNpe001,descending,DNpe001,right,DN_14,#54B0A6
720575941441226943,76212443059603189,DNp53,descending,DNp53,right,DN_02,#B3B140
720575941732549163,76001336759695956,DNg59,descending,DNg59,left,DN_23,#F07B35
720575941400285475,76282811803996310,DNge125,descending,DNge125,right,DN_21,#4CA854
720575941618655615,76353180480576688,DNpe003,descending,DNpe003,left,DN_08,#5FA5D8
720575941449527477,76142074247966047,DNge131,descending,DNge131,left,DN_17,#7063A9
720575941437175084,76142074315048736,DNpe040,descending,DNpe040,left,DN_14,#54B0A6
720575941538336381,76212443059385214,DNg60,descending,DNg60,right,DN_08,#5FA5D8
720575941526772836,76282811736555938,DNg37,descending,DNg37,right,DN_09,#7C378A
720575941494960254,76071705504268144,DNg79,descending,DNg79,left,DN_03,#EF6B33
720575941644554184,76001336759687074,DNge065,descending,DNge065,right,DN_08,#5FA5D8
720575941558300452,76142074315203433,DNp36,descending,DNp36,right,DN_14,#54B0A6
720575941524363778,76001336826800998,DNp22,descending,DNp22,right,DN_02,#B3B140
720575941603791350,76353180480495746,DNg76,descending,DNg76,right,DN_21,#4CA854
720575941451941498,75930968082586932,DNp33,descending,DNp33,right,DN_05,#EE5B32
720575941548947745,76353180480407351,DNge055,descending,DNge055,left,DN_09,#7C378A
720575941510463760,76142074180682534,DNge153,descending,DNge153,right,DN_12,#59A846
720575941411212715,76353180480411290,DNg32,descending,DNg32,right,DN_06,#51AD8B
720575941480588162,76282811736585319,DNp56,descending,DNp56,left,DN_11,#4FAA6F
720575941569571186,76282811736558870,DNp71,descending,DNp71,left,DN_12,#59A846
720575941456180461,76001336760182939,DNg63,descending,DNg63,right,DN_08,#5FA5D8
720575941470584695,76282811803906667,DNp53,descending,DNp53,right,DN_02,#B3B140
720575941441615963,76282811736423190,DNpe007,descending,DNpe007,left,DN_16,#F39B38
720575941549211453,76142074315324629,DNp25,descending,DNp25,left,DN_19,#658FC8
720575941552073790,76212443059220645,DNg63,descending,DNg63,left,DN_08,#5FA5D8
720575941603785913,76353180547622277,DNge026,descending,DNge026,left,DN_21,#4CA854
720575941611115750,76001336759769375,DNge076,descending,DNge076,left,DN_23,#F07B35
720575941532304874,76353180480482464,DNge051,descending,DNge051,right,DN_09,#7C378A
720575941566165302,76212442992195697,DNg87,descending,DNg87,left,DN_16,#F39B38
720575941574878351,75930968083013974,DNge002,descending,DNge002,right,DN_21,#4CA854
720575941515922169,75930968015462264,DNpe003,descending,DNpe003,right,DN_08,#5FA5D8
720575941526723940,76142074315245050,DNp65,descending,DNp65,left,DN_19,#658FC8
720575941560435059,76071705503729338,DNge133,descending,DNge133,right,DN_16,#F39B38
720575941556195300,76212442924878699,DNde001,descending,DNde001,left,DN_22,#D0B43E
720575941399099427,76353180480440086,DNfl033,descending,DNfl033,right,DN_07,#6A79B8
